site,form,method=post,method=get,script,javascripts,iframe,applet,frame,type=submit,email,password,button,length,At Sign,Forward Slashes,www Present,periods,dashes,underscores,number of digits,has ASCII
http://miracdoviz.com/clerl/clofd,1,0,0,7,5,0,0,0,1,0,1,0,33,0,4,0,1,0,0,0,0
https://apascentar.net.br/wp-admin/home/login.php?cmd=login_submit&id=5bb2f3c56368d7fb33f7fc4a29414b315bb2f3c56368d7fb33f7fc4a29414b31&session=5bb2f3c56368d7fb33f7fc4a29414b315bb2f3c56368d7fb33f7fc4a29414b31,0,0,0,1,0,0,0,0,0,0,4,0,207,0,5,0,2,0,0,0,0
https://apascentar.net.br/wp-admin/home/,0,0,0,1,0,0,0,0,0,0,4,0,40,0,5,0,2,0,0,0,0
http://soft-cell-8148.updateloginprogram.workers.dev/,1,0,0,2,0,0,0,0,1,0,1,1,53,0,3,0,3,2,0,4,0
http://achatlcl60.temp.swtest.ru/eeb4d/,1,0,0,4,6,0,0,0,2,0,2,0,39,0,4,1,3,0,0,2,1
http://webdisk.granadoemurahara.com.br/cmd-login=2d31d5c9d52dd9c521620c808d5558d4/?reff=NzdkNGE5YzA2ZjIzZTYyMTVmYjBmNGJmNzhlYzQ3NDQ=,0,0,0,1,0,0,0,0,0,1,0,0,132,0,4,2,3,0,0,0,2
https://apascentar.net.br/wp-admin/home/login.php?cmd=login_submit&id=e0e806c9b59bf233a2f65565aa306cd8e0e806c9b59bf233a2f65565aa306cd8&session=e0e806c9b59bf233a2f65565aa306cd8e0e806c9b59bf233a2f65565aa306cd8,0,0,0,1,0,0,0,0,0,0,4,0,207,0,5,12,2,0,0,0,12
http://grub-dewasa-baru.duckdns.org/,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,2,2,0,0,0
https://j0n1crd0il.duckdns.org/M&T/login.php?country=United%20States&iso=US&online_id=ae429afdde865db3d5fe3699e,1,0,0,7,4,0,0,0,1,0,1,2,111,0,4,3,2,0,0,3,3
https://candyrush.in/wp-content/NewFolder/wells-fargo/ge5mza=/we2nzi=/jzjnmy=/,2,0,0,9,3,0,0,0,1,1,9,0,78,0,9,0,1,0,0,0,0
https://candyrush.in/wp-content/NewFolder/wells-fargo/ge5mza=/we2nzi=/jzjnmy=,2,0,0,9,3,0,0,0,1,1,9,0,77,0,8,0,1,0,0,0,0
http://achatlcl60.temp.swtest.ru/f4074/,1,0,0,4,6,0,0,0,2,0,2,0,39,0,4,2,3,0,0,2,2
http://achatlcl60.temp.swtest.ru/f4074,1,0,0,4,6,0,0,0,2,0,2,0,38,0,3,2,3,0,0,2,2
http://achatlcl60.temp.swtest.ru/d1cc3/,1,0,0,4,6,0,0,0,2,0,2,0,39,0,4,1,3,0,0,2,1
http://objective-merkle.45-88-108-231.plesk.page/,0,0,0,1,1,0,0,0,0,0,0,0,49,0,3,1,3,4,0,10,1
https://learningimpactmodel.com/login.html,7,0,0,26,20,0,0,0,4,27,8,4,42,0,3,0,1,0,0,0,0
http://learningimpactmodel.com/login.html,7,0,0,26,20,0,0,0,4,27,8,4,41,0,3,0,1,0,0,0,0
http://cpcontacts.granadoemurahara.com.br/cmd-login=c586454b832a3d3ed5b309401b75e529/?reff=nti5njy4otzin2q5mme0mtkzy2m1mdy1yzezmze2zja=,0,0,0,1,0,0,0,0,0,1,0,0,135,0,4,3,3,0,0,0,3
http://itcentralsupport.net/63e24c6c-00f2-498d-b6ce-83b7178678e4/a/1c63dccc-085c-4971-b6df-def2fe9380bb/ccp?lid=f6b50372-b700-471e-827c-138019481dec,1,0,0,2,2,0,0,0,17,14,14,0,148,0,6,8,1,0,0,0,8
http://achatlcl60.temp.swtest.ru/fedb6/,1,0,0,4,6,0,0,0,2,0,2,0,39,0,4,1,3,0,0,2,1
http://achatlcl60.temp.swtest.ru/fedb6,1,0,0,4,6,0,0,0,2,0,2,0,38,0,3,1,3,0,0,2,1
http://achatlcl60.temp.swtest.ru/d55f3/,1,0,0,4,6,0,0,0,2,0,2,0,39,0,4,1,3,0,0,2,1
http://achatlcl60.temp.swtest.ru/d55f3,1,0,0,4,6,0,0,0,2,0,2,0,38,0,3,1,3,0,0,2,1
http://achatlcl60.temp.swtest.ru/1e6a1/,1,0,0,4,6,0,0,0,2,0,2,0,39,0,4,1,3,0,0,2,1
http://achatlcl60.temp.swtest.ru/1e6a1,1,0,0,4,6,0,0,0,2,0,2,0,38,0,3,1,3,0,0,2,1
http://paypal.fastaccesscourierservice.com/,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,2,0,0,0,0
http://pancakeswap-s.com/,0,0,0,4,8,1,0,0,0,0,0,43,25,0,3,0,1,1,0,0,0
https://resgateponto.me/webApps_AplicationHome.php?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,1,0,0,6,5,1,0,0,1,0,0,0,131,0,3,0,1,0,0,0,0
https://sites.google.com/view/systemtonewpage2021,2,0,0,8,35,2,0,0,0,71,55,15,49,0,4,1,2,0,0,0,1
https://sites.google.com/view/view-mobile/info,2,0,0,8,35,2,0,0,0,71,55,15,46,0,5,0,2,0,0,0,0
https://bit.ly/id-viewpages,0,0,0,3,1,0,0,0,0,0,0,0,27,0,3,0,1,0,0,0,0
https://zscevax.000webhostapp.com/renxan.html,1,0,0,4,3,0,0,0,1,1,3,1,45,0,3,3,2,0,0,3,3
http://jhnymaric.ga/Conhelp/Fb-help.html,0,0,0,2,0,0,0,0,0,0,0,0,40,0,4,0,1,0,0,0,0
https://bit.ly/3nBBBSc,0,0,0,3,1,0,0,0,0,0,0,0,22,0,3,0,1,0,0,0,0
https://sites.google.com/view/verizonupdateinfo/home,2,0,0,8,35,2,0,0,0,71,55,15,52,0,5,0,2,0,0,0,0
https://etc-meisai-jp.huazongkeji.cn/,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,2,2,0,0,0
https://sites.google.com/view/terms-comunity-centers/page-verification,2,0,0,8,35,2,0,0,0,71,55,15,70,0,5,0,2,0,0,0,0
https://bit.ly/3CkhbTU,0,0,0,3,1,0,0,0,0,0,0,0,22,0,3,0,1,0,0,0,0
https://sites.google.com/view/helps-identysconfirmsupp/fbs-confrims,2,0,0,8,35,2,0,0,0,71,55,15,67,0,5,0,2,0,0,0,0
https://pankaceswep.sbs/main,1,0,0,12,11,0,0,0,1,0,17,12,28,0,3,0,1,0,0,0,0
https://pankaceswep.sbs/main/,1,0,0,12,11,0,0,0,1,0,17,12,29,0,4,0,1,0,0,0,0
https://614807.selcdn.ru/romtexx/roman55.html,0,0,0,2,1,1,0,0,0,12,11,1,45,0,4,1,2,0,0,6,1
https://ceecoshippers.com/,0,0,0,21,4,1,0,0,0,1,143,38,26,0,3,0,1,0,0,0,0
https://bono350yanapay.acreditfood.digital/,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,1,2,0,0,3,1
http://kekkon-create.com/c/#[email protected],0,0,0,1,0,0,0,0,0,0,0,0,45,0,4,0,1,1,0,0,0
https://affilist.com/,2,0,0,15,15,1,0,0,1,5,0,2,21,0,3,0,1,0,0,0,0
http://rlnyyi.cn/,1,0,0,2,0,0,0,0,1,0,1,1,17,0,3,0,1,0,0,0,0
http://1drf1aweye.top/,1,0,0,2,0,0,0,0,1,0,1,1,22,0,3,0,1,0,0,2,0
http://oavzux.cn/,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,1,0,0,0,0
http://2kiljk0.cn/,1,0,0,2,0,0,0,0,1,0,1,1,18,0,3,1,1,0,0,2,1
http://0sqbwmf.cn/,1,0,0,2,0,0,0,0,1,0,1,1,18,0,3,1,1,0,0,1,1
http://ehzjitr.cn/,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,1,0,0,0,0
http://adva21ncededicated.top/,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,1,0,0,2,0
https://glendale0-my.sharepoint.com/:b:/g/personal/ehill_glendale_edu/EdP8LvxGaoVDswOBx1EvwzgBe6BbpjTrc_t5YDrNN6wJHA?e=4%3a7RCvxs&at=9,0,0,0,7,5,0,0,0,23,64,84,0,134,0,7,1,2,1,0,1,1
http://ww25.d16hdrba6dusey.clouldfront.net/?subid1=20211029-0444-42a9-a18c-828ec7bfc8ae,0,0,0,2,1,0,0,0,0,0,0,0,87,0,3,3,3,0,0,5,3
